goal	rule	score
age_group(H1, adult)	age_group(bram_stoneward, adult)	1
member_of_house(B, house_solaris)	member_of_house(orion_solaris, house_solaris)	1
lives_in(H1, A)	lives_in(ren_emberfall, emberfall_hold)	1
road(A, D)	road(stonecoast, thornwood)	1
parent(C, L3)	parent(darian_stoneward, bram_stoneward)	1
parent(A, R2)	parent(theron_lunaris, selene_lunaris)	1
parent(R, A)	parent(maeve_solaris, caelan_solaris)	1
lives_in(G, rivermeet_hall)	lives_in(evan_riverwyn, rivermeet_hall)	1
lives_in(S, A)	lives_in(wren_thornvale, greenhollow)	1
ancestor(cassian_lunaris, R)	ancestor(X, Y) :- parent(X, Y)	1
age_group(H1, adult)	age_group(wren_thornvale, adult)	1
member_of_house(B, house_stoneward)	member_of_house(nash_stoneward, house_stoneward)	1
lives_in(elara_solaris, A)	lives_in(elara_solaris, sunspire_keep)	1
member_of_house(H, A)	member_of_house(garrick_emberfall, house_emberfall)	1
parent(X, L1)	parent(rowan_thornvale, briar_thornvale)	1
member_of_house(B, A)	member_of_house(myra_emberfall, house_emberfall)	1
parent(A, R1)	parent(maeve_solaris, darius_solaris)	1
ancestor(C, R2)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	1
parent(C, A)	parent(maris_riverwyn, rhea_riverwyn)	1
age_group(D, adult)	age_group(lyra_thornvale, adult)	1
parent(myra_emberfall, C)	parent(myra_emberfall, ren_emberfall)	1
parent(R2, S)	parent(elara_solaris, seris_solaris)	1
parent(alina_riverwyn, maris_riverwyn)	parent(alina_riverwyn, maris_riverwyn)	1
lives_in(G, moonwatch_castle)	lives_in(selene_lunaris, moonwatch_castle)	1
can_travel(B, D)	can_travel(X, R2) :- resident_of(X, R1), connected_region(R1, R2)	1
ancestor(evan_riverwyn, A)	ancestor(X, Y) :- parent(X, Y)	1
serves(B, A)	serves(talia_lunaris, selene_lunaris)	1
lives_in(L, A)	lives_in(pyr_emberfall, ashport)	1
lives_in(Y, A)	lives_in(petra_stoneward, stonegate_keep)	1
serves(A, B)	serves(owen_stoneward, toren_emberfall)	1
parent(A, R)	parent(brom_emberfall, myra_emberfall)	1
member_of_house(A, B)	member_of_house(kellan_riverwyn, house_riverwyn)	1
road(A, moonfen)	road(riverlands, moonfen)	1
lives_in(C, A)	lives_in(myra_emberfall, emberfall_hold)	1
parent(A, R2)	parent(darian_stoneward, bram_stoneward)	1
sworn_to(A, B)	sworn_to(house_thornvale, house_lunaris)	1
resident_of(ren_emberfall, cinderlands)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
female(H1)	female(tessa_stoneward)	1
parent(C, petra_stoneward)	parent(tessa_stoneward, petra_stoneward)	1
parent(A, B)	parent(selene_lunaris, iris_lunaris)	1
road(stonecoast, L2)	road(stonecoast, riverlands)	1
parent(C, A)	parent(isolde_thornvale, cedric_thornvale)	1
serves(C, A)	serves(owen_stoneward, darian_stoneward)	1
member_of_house(B, A)	member_of_house(evan_riverwyn, house_riverwyn)	1
resident_of(lyra_thornvale, thornwood)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
lives_in(C, A)	lives_in(selene_lunaris, moonwatch_castle)	1
parent(R2, aelric_solaris)	parent(elara_solaris, aelric_solaris)	1
parent(A, B)	parent(isolde_thornvale, lyra_thornvale)	1
parent(A, R1)	parent(lyra_thornvale, faye_thornvale)	1
parent(B, A)	parent(maris_riverwyn, rhea_riverwyn)	1
lives_in(R1, A)	lives_in(rowan_thornvale, thornvale_manor)	1
parent(L, darian_stoneward)	parent(tessa_stoneward, darian_stoneward)	1
located_in(A, B)	located_in(stonegate_keep, stonecoast)	1
parent(cedric_thornvale, A)	parent(cedric_thornvale, ash_thornvale)	1
member_of_house(R2, A)	member_of_house(ash_thornvale, house_thornvale)	1
adult(seris_solaris)	adult(X) :- age_group(X, adult)	1
parent(A, B)	parent(isolde_thornvale, briar_thornvale)	1
member_of_house(Y, house_emberfall)	member_of_house(pyr_emberfall, house_emberfall)	1
parent(A, cedric_thornvale)	parent(isolde_thornvale, cedric_thornvale)	1
lives_in(R1, thornvale_manor)	lives_in(isolde_thornvale, thornvale_manor)	1
age_group(D, elder)	age_group(alina_riverwyn, elder)	1
member_of_house(H2, A)	member_of_house(cassian_lunaris, house_lunaris)	1
road(stonecoast, D)	road(stonecoast, thornwood)	1
member_of_house(Z, house_emberfall)	member_of_house(pyr_emberfall, house_emberfall)	1
parent(A, C)	parent(maeve_solaris, liora_solaris)	1
parent(C, L3)	parent(alina_riverwyn, nella_riverwyn)	1
lives_in(L1, A)	lives_in(myra_emberfall, emberfall_hold)	1
resident_of(S, moonfen)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
resident_of(pyr_emberfall, cinderlands)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
connected_region(riverlands, G)	connected_region(A, B) :- road(A, B)	1
parent(A, B)	parent(kaela_emberfall, toren_emberfall)	1
lives_in(R1, greenhollow)	lives_in(wren_thornvale, greenhollow)	1
lives_in(H, thornvale_manor)	lives_in(cedric_thornvale, thornvale_manor)	1
member_of_house(L3, A)	member_of_house(nash_stoneward, house_stoneward)	1
resident_of(myra_emberfall, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
road(sunreach, L)	road(sunreach, riverlands)	1
member_of_house(B, A)	member_of_house(kellan_riverwyn, house_riverwyn)	1
lives_in(R1, A)	lives_in(nyra_lunaris, moonwatch_castle)	1
parent(cedric_thornvale, R1)	parent(cedric_thornvale, faye_thornvale)	1
serves(A, H1)	serves(leon_lunaris, selene_lunaris)	1
lives_in(L1, A)	lives_in(selene_lunaris, moonwatch_castle)	1
within_region(northern_realm, L3)	within_region(A, B) :- part_of(A, B)	1
lives_in(L3, rivermeet_hall)	lives_in(maris_riverwyn, rivermeet_hall)	1
resident_of(briar_thornvale, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
lives_in(H, A)	lives_in(petra_stoneward, stonegate_keep)	1
lives_in(R1, sunspire_keep)	lives_in(caelan_solaris, sunspire_keep)	1
parent(A, B)	parent(myra_emberfall, sylvi_emberfall)	1
age_group(A, B)	age_group(mira_riverwyn, adult)	1
parent(B, C)	parent(elara_solaris, seris_solaris)	1
adult(nella_riverwyn)	adult(X) :- age_group(X, adult)	1
member_of_house(H, H1)	member_of_house(theron_lunaris, house_lunaris)	1
connected_region(sunreach, B)	connected_region(A, C) :- road(A, B), connected_region(B, C)	1
lives_in(H1, A)	lives_in(vessa_lunaris, moonwatch_castle)	1
serves(L, A)	serves(briar_thornvale, lyra_thornvale)	1
parent(R2, S)	parent(tessa_stoneward, owen_stoneward)	1
parent(R2, evan_riverwyn)	parent(alina_riverwyn, evan_riverwyn)	1
parent(A, B)	parent(corin_riverwyn, maris_riverwyn)	1
lives_in(C, A)	lives_in(nyra_lunaris, moonwatch_castle)	1
serves(A, H1)	serves(ash_thornvale, lyra_thornvale)	1
sworn_to(A, R1)	sworn_to(house_riverwyn, house_solaris)	1
parent(maris_riverwyn, S)	parent(maris_riverwyn, mira_riverwyn)	1
parent(A, R2)	parent(alina_riverwyn, nella_riverwyn)	1
located_in(A, D)	located_in(mistharbor, moonfen)	1
member_of_house(L2, H1)	member_of_house(darian_stoneward, house_stoneward)	1
lives_in(A, emberfall_hold)	lives_in(ren_emberfall, emberfall_hold)	1
member_of_house(L3, A)	member_of_house(nella_riverwyn, house_riverwyn)	1
parent(B, X)	parent(elara_solaris, maeve_solaris)	1
member_of_house(S, house_lunaris)	member_of_house(leon_lunaris, house_lunaris)	1
parent(maris_riverwyn, A)	parent(maris_riverwyn, mira_riverwyn)	1
lives_in(B, A)	lives_in(owen_stoneward, stonegate_keep)	1
parent(lyra_thornvale, B)	parent(lyra_thornvale, wren_thornvale)	1
connected_region(cinderlands, R)	connected_region(A, B) :- road(A, B)	1
member_of_house(H, H1)	member_of_house(elara_solaris, house_solaris)	1
member_of_house(B, A)	member_of_house(darian_stoneward, house_stoneward)	1
lives_in(L, A)	lives_in(galen_stoneward, stonegate_keep)	1
parent(B, X)	parent(rowan_thornvale, lyra_thornvale)	1
road(thornwood, Z)	road(thornwood, stonecoast)	1
located_in(B, A)	located_in(sunspire_keep, sunreach)	1
parent(A, L3)	parent(corin_riverwyn, maris_riverwyn)	1
lives_in(L1, emberfall_hold)	lives_in(myra_emberfall, emberfall_hold)	1
road(A, B)	road(sunreach, riverlands)	1
age_group(maeve_solaris, adult)	age_group(maeve_solaris, adult)	1
connected_region(moonfen, Z)	connected_region(A, C) :- road(A, B), connected_region(B, C)	1
lives_in(D, greenhollow)	lives_in(wren_thornvale, greenhollow)	1
age_group(A, B)	age_group(aelric_solaris, adult)	1
parent(A, R2)	parent(petra_stoneward, bram_stoneward)	1
parent(A, R1)	parent(cassian_lunaris, talia_lunaris)	1
serves(A, B)	serves(evan_riverwyn, aelric_solaris)	1
parent(darian_stoneward, L3)	parent(darian_stoneward, bram_stoneward)	1
lives_in(Y, moonwatch_castle)	lives_in(nyra_lunaris, moonwatch_castle)	1
member_of_house(L, house_riverwyn)	member_of_house(maris_riverwyn, house_riverwyn)	1
parent(A, R)	parent(theron_lunaris, selene_lunaris)	1
age_group(A, B)	age_group(rowan_thornvale, elder)	1
serves(L, H1)	serves(bram_stoneward, darian_stoneward)	1
member_of_house(L, A)	member_of_house(toren_emberfall, house_emberfall)	1
parent(C, evan_riverwyn)	parent(alina_riverwyn, evan_riverwyn)	1
lives_in(X, sunspire_keep)	lives_in(elara_solaris, sunspire_keep)	1
parent(C, L3)	parent(petra_stoneward, bram_stoneward)	1
lives_in(seris_solaris, sunspire_keep)	lives_in(seris_solaris, sunspire_keep)	1
member_of_house(L, A)	member_of_house(maeve_solaris, house_solaris)	1
lives_in(R1, A)	lives_in(mira_riverwyn, reedcross)	1
parent(L, R)	parent(brom_emberfall, toren_emberfall)	1
lives_in(R1, A)	lives_in(nella_riverwyn, rivermeet_hall)	1
lives_in(L1, A)	lives_in(rowan_thornvale, thornvale_manor)	1
parent(C, A)	parent(galen_stoneward, darian_stoneward)	1
lives_in(B, emberfall_hold)	lives_in(myra_emberfall, emberfall_hold)	1
resident_of(vessa_lunaris, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
lives_in(H2, greenhollow)	lives_in(ash_thornvale, greenhollow)	1
lives_in(H2, moonwatch_castle)	lives_in(cassian_lunaris, moonwatch_castle)	1
serves(X, A)	serves(evan_riverwyn, maris_riverwyn)	1
member_of_house(B, house_stoneward)	member_of_house(tessa_stoneward, house_stoneward)	1
parent(R2, S)	parent(galen_stoneward, petra_stoneward)	1
lives_in(H1, thornvale_manor)	lives_in(briar_thornvale, thornvale_manor)	1
lives_in(D, rivermeet_hall)	lives_in(evan_riverwyn, rivermeet_hall)	1
parent(L, R)	parent(brom_emberfall, myra_emberfall)	1
parent(B, C)	parent(tessa_stoneward, owen_stoneward)	1
lives_in(lyra_thornvale, A)	lives_in(lyra_thornvale, thornvale_manor)	1
parent(X, L1)	parent(nyra_lunaris, selene_lunaris)	1
member_of_house(brom_emberfall, house_emberfall)	member_of_house(brom_emberfall, house_emberfall)	1
lives_in(R2, rivermeet_hall)	lives_in(maris_riverwyn, rivermeet_hall)	1
member_of_house(A, house_emberfall)	member_of_house(sylvi_emberfall, house_emberfall)	1
resident_of(darius_solaris, sunreach)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	1
lives_in(H1, A)	lives_in(rowan_thornvale, thornvale_manor)	1
located_in(goldmarket, G)	located_in(goldmarket, sunreach)	1
member_of_house(L3, A)	member_of_house(maris_riverwyn, house_riverwyn)	1
part_of(A, L)	part_of(southern_realm, kingdom_asteria)	1
resident_of(kellan_riverwyn, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	1
lives_in(S, moonwatch_castle)	lives_in(iris_lunaris, moonwatch_castle)	1
member_of_house(S, house_stoneward)	member_of_house(owen_stoneward, house_stoneward)	1
age_group(darius_solaris, adult)	age_group(darius_solaris, adult)	1
serves(L, H1)	serves(nash_stoneward, darian_stoneward)	1
same_house(H2, L3)	same_house(X, Y) :- member_of_house(X, H), member_of_house(Y, H)	1
parent(A, C)	parent(maris_riverwyn, mira_riverwyn)	1
parent(B, A)	parent(galen_stoneward, darian_stoneward)	1
parent(R2, evan_riverwyn)	parent(corin_riverwyn, evan_riverwyn)	1
member_of_house(S, house_stoneward)	member_of_house(kara_stoneward, house_stoneward)	1
parent(L, R)	parent(petra_stoneward, kara_stoneward)	1
serves(B, A)	serves(bram_stoneward, darian_stoneward)	1
member_of_house(R1, A)	member_of_house(tessa_stoneward, house_stoneward)	1
parent(R, A)	parent(alina_riverwyn, maris_riverwyn)	1
parent(A, S)	parent(elara_solaris, maeve_solaris)	1
road(A, B)	road(cinderlands, riverlands)	1
located_in(goldmarket, Z)	located_in(goldmarket, sunreach)	1
road(sunreach, S)	road(sunreach, riverlands)	1
within_region(western_realm, L3)	within_region(A, B) :- part_of(A, B)	1
parent(C, A)	parent(evan_riverwyn, rhea_riverwyn)	1
parent(B, X)	parent(kaela_emberfall, garrick_emberfall)	1
parent(R, A)	parent(corin_riverwyn, evan_riverwyn)	1
serves(A, B)	serves(talia_lunaris, selene_lunaris)	1
parent(A, R1)	parent(selene_lunaris, talia_lunaris)	1
lives_in(G, sunspire_keep)	lives_in(maeve_solaris, sunspire_keep)	1
parent(maris_riverwyn, R)	parent(maris_riverwyn, rhea_riverwyn)	1
parent(darian_stoneward, R)	parent(darian_stoneward, bram_stoneward)	1
serves(L, A)	serves(pyr_emberfall, toren_emberfall)	1
can_travel(G, S)	can_travel(X, R) :- resident_of(X, R)	1
member_of_house(H2, house_thornvale)	member_of_house(wren_thornvale, house_thornvale)	1
parent(A, B)	parent(myra_emberfall, ren_emberfall)	1
member_of_house(L, A)	member_of_house(mira_riverwyn, house_riverwyn)	1
lives_in(R2, granite_bay)	lives_in(nash_stoneward, granite_bay)	1
lives_in(L3, A)	lives_in(briar_thornvale, thornvale_manor)	1
parent(A, L3)	parent(maeve_solaris, liora_solaris)	1
parent(L, evan_riverwyn)	parent(corin_riverwyn, evan_riverwyn)	1
serves(B, A)	serves(nash_stoneward, darian_stoneward)	1
ancestor(cedric_thornvale, R1)	ancestor(X, Y) :- parent(X, Y)	1
parent(B, A)	parent(evan_riverwyn, rhea_riverwyn)	1
parent(B, C)	parent(galen_stoneward, petra_stoneward)	1
serves(C, A)	serves(kellan_riverwyn, maris_riverwyn)	1
member_of_house(B, house_emberfall)	member_of_house(garrick_emberfall, house_emberfall)	1
part_of(A, H)	part_of(northern_realm, kingdom_asteria)	1
age_group(L, elder)	age_group(theron_lunaris, elder)	1
parent(R2, R1)	parent(darian_stoneward, nash_stoneward)	1
lives_in(D, rivermeet_hall)	lives_in(corin_riverwyn, rivermeet_hall)	1
parent(X, D)	parent(brom_emberfall, garrick_emberfall)	1
parent(cedric_thornvale, C)	parent(cedric_thornvale, faye_thornvale)	1
road(A, B)	road(thornwood, moonfen)	1
parent(L, R)	parent(aelric_solaris, liora_solaris)	1
parent(C, L3)	parent(aelric_solaris, caelan_solaris)	1
road(moonfen, D)	road(moonfen, riverlands)	1
lives_in(L1, stonegate_keep)	lives_in(tessa_stoneward, stonegate_keep)	1
member_of_house(A, B)	member_of_house(caelan_solaris, house_solaris)	1
parent(toren_emberfall, S)	parent(toren_emberfall, ren_emberfall)	1
parent(X, L1)	parent(maeve_solaris, caelan_solaris)	1
parent(A, C)	parent(aelric_solaris, darius_solaris)	1
sworn_to(house_stoneward, A)	sworn_to(house_stoneward, house_emberfall)	1
road(A, S)	road(riverlands, sunreach)	1
can_travel(A, B)	can_travel(X, R2) :- resident_of(X, R1), connected_region(R1, R2)	1
lives_in(H1, A)	lives_in(cedric_thornvale, thornvale_manor)	1
ancestor(selene_lunaris, A)	ancestor(X, Y) :- parent(X, Y)	1
parent(B, X)	parent(tessa_stoneward, darian_stoneward)	1
member_of_house(Z, house_thornvale)	member_of_house(rowan_thornvale, house_thornvale)	1
parent(R2, S)	parent(maris_riverwyn, kellan_riverwyn)	1
serves(X, A)	serves(vessa_lunaris, selene_lunaris)	1
part_of(A, southern_realm)	part_of(stonecoast, southern_realm)	1
parent(A, B)	parent(nyra_lunaris, cassian_lunaris)	1
parent(A, B)	parent(myra_emberfall, pyr_emberfall)	1
lives_in(H1, A)	lives_in(mira_riverwyn, reedcross)	1
parent(C, L3)	parent(maeve_solaris, caelan_solaris)	1
lives_in(R1, mistharbor)	lives_in(talia_lunaris, mistharbor)	1
serves(A, H1)	serves(briar_thornvale, lyra_thornvale)	1
lives_in(H1, rivermeet_hall)	lives_in(rhea_riverwyn, rivermeet_hall)	1
member_of_house(H, H1)	member_of_house(rhea_riverwyn, house_riverwyn)	1
parent(A, C)	parent(petra_stoneward, nash_stoneward)	1
lives_in(Y, A)	lives_in(orion_solaris, sunspire_keep)	1
member_of_house(L, house_emberfall)	member_of_house(toren_emberfall, house_emberfall)	1
member_of_house(H, A)	member_of_house(wren_thornvale, house_thornvale)	1
serves(A, H1)	serves(liora_solaris, aelric_solaris)	1
parent(A, R1)	parent(tessa_stoneward, owen_stoneward)	1
lives_in(X, thornvale_manor)	lives_in(lyra_thornvale, thornvale_manor)	1
age_group(A, B)	age_group(nash_stoneward, adult)	1
connected_region(A, D)	connected_region(A, B) :- road(A, B)	1
lives_in(C, A)	lives_in(evan_riverwyn, rivermeet_hall)	1
serves(A, B)	serves(ash_thornvale, lyra_thornvale)	1
parent(R2, S)	parent(rowan_thornvale, cedric_thornvale)	1
member_of_house(sylvi_emberfall, house_emberfall)	member_of_house(sylvi_emberfall, house_emberfall)	1
serves(A, Z)	serves(caelan_solaris, aelric_solaris)	1
male(A)	male(ash_thornvale)	1
road(riverlands, D)	road(riverlands, cinderlands)	1
lives_in(R2, A)	lives_in(iris_lunaris, moonwatch_castle)	1
age_group(D, adult)	age_group(liora_solaris, adult)	1
member_of_house(L2, H1)	member_of_house(wren_thornvale, house_thornvale)	1
lives_in(R1, A)	lives_in(corin_riverwyn, rivermeet_hall)	1
lives_in(S, moonwatch_castle)	lives_in(vessa_lunaris, moonwatch_castle)	1
lives_in(Y, A)	lives_in(talia_lunaris, mistharbor)	1
located_in(B, A)	located_in(reedcross, riverlands)	1
connected_region(thornwood, R)	connected_region(A, C) :- road(A, B), connected_region(B, C)	1
lives_in(H, A)	lives_in(isolde_thornvale, thornvale_manor)	1
parent(A, L3)	parent(lyra_thornvale, ash_thornvale)	1
lives_in(S, moonwatch_castle)	lives_in(selene_lunaris, moonwatch_castle)	1
parent(A, R2)	parent(maeve_solaris, caelan_solaris)	1
parent(R2, S)	parent(selene_lunaris, leon_lunaris)	1
located_in(A, cinderlands)	located_in(emberfall_hold, cinderlands)	1
lives_in(R2, moonwatch_castle)	lives_in(nyra_lunaris, moonwatch_castle)	1
parent(B, X)	parent(evan_riverwyn, kellan_riverwyn)	1
member_of_house(L, house_lunaris)	member_of_house(iris_lunaris, house_lunaris)	1
lives_in(Y, A)	lives_in(tessa_stoneward, stonegate_keep)	1
serves(X, Z)	serves(petra_stoneward, darian_stoneward)	1
parent(A, B)	parent(cassian_lunaris, leon_lunaris)	1
part_of(cinderlands, D)	part_of(cinderlands, eastern_realm)	1
parent(R2, S)	parent(maris_riverwyn, rhea_riverwyn)	1
serves(X, Z)	serves(sylvi_emberfall, toren_emberfall)	1
lives_in(X, sunspire_keep)	lives_in(seris_solaris, sunspire_keep)	1
lives_in(A, rivermeet_hall)	lives_in(maris_riverwyn, rivermeet_hall)	1
lives_in(L1, A)	lives_in(evan_riverwyn, rivermeet_hall)	1
connected_region(sunreach, L2)	connected_region(A, C) :- road(A, B), connected_region(B, C)	1
ancestor(cedric_thornvale, S)	ancestor(X, Y) :- parent(X, Y)	1
located_in(A, S)	located_in(sunspire_keep, sunreach)	1
lives_in(R1, stonegate_keep)	lives_in(tessa_stoneward, stonegate_keep)	1
member_of_house(L3, A)	member_of_house(ash_thornvale, house_thornvale)	1
parent(R, A)	parent(elara_solaris, aelric_solaris)	1
lives_in(B, mistharbor)	lives_in(talia_lunaris, mistharbor)	1
member_of_house(B, house_lunaris)	member_of_house(iris_lunaris, house_lunaris)	1
lives_in(X, ashport)	lives_in(sylvi_emberfall, ashport)	1
lives_in(B, A)	lives_in(iris_lunaris, moonwatch_castle)	1
parent(C, A)	parent(isolde_thornvale, lyra_thornvale)	1
serves(L, H1)	serves(evan_riverwyn, maris_riverwyn)	1
road(cinderlands, Z)	road(cinderlands, riverlands)	1
lives_in(Y, emberfall_hold)	lives_in(ren_emberfall, emberfall_hold)	1
